Detailed_ICD9_Code,Detailed_ICD9_Short_Title,Detailed_ICD9_Long_Title,RolledUp_ICD9_Code,RolledUp_ICD9_Short_Title,RolledUp_ICD9_Long_Title
65513,Fet chromo abn-antepart,"Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65580,Fetal abnorm NEC-unspec,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65581,Fetal abnorm NEC-deliver,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65583,Fetal abnorm NEC-antepar,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65590,Fetal abnorm NOS-unspec,"Unspecified suspected fetal abnormality, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65591,Fetal abnorm NOS-deliver,"Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65593,Fetal abnorm NOS-antepar,"Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65560,Radiat fetal damag-unsp,"Suspected damage to fetus from radiation, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65561,Radiat fetal damag-deliv,"Suspected damage to fetus from radiation, affecting management of mother, delivered,",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65563,Radiat fet damag-antepar,"Suspected damage to fetus from radiation, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65570,Decrease fetl movmt unsp,"Decreased fetal movements, affecting management of mother, unspecified as to episode of care",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65571,Decrease fetal movmt del,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65573,Dec fetal movmt antepart,"Decreased fetal movements, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65540,Fet damg d/t dis-unspec,"Suspected damage to fetus from other disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65541,Fet damg d/t dis-deliver,"Suspected damage to fetus from other disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65543,Fet damg d/t dis-antepar,"Suspected damage to fetus from other disease in the mother, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65550,Fetal damg d/t drug-unsp,"Suspected damage to fetus from drugs, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65551,Fet damag d/t drug-deliv,"Suspected damage to fetus from drugs, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65553,Fet damg d/t drug-antepa,"Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65520,Famil heredit dis-unspec,"Hereditary disease in family possibly affecting fetus, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65521,Famil heredit dis-deliv,"Hereditary disease in family possibly affecting fetus, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65523,Famil hered dis-antepart,"Hereditary disease in family possibly affecting fetus, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65530,Fet damg d/t virus-unsp,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, unspecified as to episode of care or not applicable",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65531,Fet damg d/t virus-deliv,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, delivered, with or without mention of antepartum condition",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65533,Fet damg d/t virus-antep,"Suspected damage to fetus from viral disease in the mother, affecting management of mother, antepartum condition or complication",65500,Fetal cns malform-unspec,"Central nervous system malformation in fetus, unspecified as to episode of care or not applicable"
65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65601,Fetal-maternal hem-deliv,"Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65603,Fetal-matern hem-antepar,"Fetal-maternal hemorrhage, antepartum condition or complication",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65610,Rh isoimmunization-unsp,"Rhesus isoimmunization, unspecified as to episode of care or not applicable",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65611,Rh isoimmunizat-deliver,"Rhesus isoimmunization, delivered, with or without mention of antepartum condition",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65613,Rh isoimmunizat-antepart,"Rhesus isoimmunization, antepartum condition or complication",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65680,Fet/plac prob NEC-unspec,"Other specified fetal and placental problems, affecting management of mother, unspecified as to episode of care or not applicable",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65681,Fet/plac prob NEC-deliv,"Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65683,Fet/plac prob NEC-antepa,"Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
65690,Fet/plac prob NOS-unspec,"Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable",65600,Fetal-maternal hem-unsp,"Fetal-maternal hemorrhage, unspecified as to episode of care or not applicable"
